C2 214
C2 3668
C2 207375
C2 228998
C2 445362
C3 103
C3 5893
C3 91947
Dm1/Dm6-like 301572
Dm10 306715
Dm10 305552
Dm1-like 306420
Dm1-like 307435
Dm2 109
Dm2 155366
Dm2 32317
Dm2 3680
Dm2 3856
Dm3-like 92550
Dm3-like 82307
Dm3-like 133922
Dm4 147809
Dm4 203134
Dm5-like 147890
Dm5-like 172
Dm5-like 22293
Dm5-like 98032
Dm5-like 98060
Dm7-like 3647
Dm8 188
Dm8 147790
Dm8 68745
Dm8 147717
Dm8 147873
Dm9 178127
L1 209
L1 285743
L1 211940
L1 189938
L1 181639
L1 196
L1 285714
L1 439207
L1 984179
L1 17802841
L1 984116
L1 5053998
L1 433023
L1 5134017
L1 422955
L1 5425323
L1 636965
L1 423153
L1 423176
L2 212
L2 148554
L2 216003
L2 177365
L2 133765
L2 198
L2 5858
L3 206
L3 501318
L3 596955
L3 507445
L3 507677
L3 491118
L3 520639
L4 203
L4 48226
L4 54935
L5 208
L5 305771
L5 207363
L5 207367
L5 193950
L5 226
L5 211941
LaWF1 224
LaWF1 446840
Mi1 215
Mi1 446263
Mi1 29565
Mi1 194027
Mi1 24070
Mi1 170689
Mi1 5809
Mi1 15557812
Mi1 14141500
Mi1 10051409
Mi1 455187
Mi1 3912
Mi1 4314313
Mi1 4218151
Mi1 28650283
Mi1 5509511
Mi1 30385
Mi1 172527
Mi1 588525
Mi10 3687
Mi10 506887
Mi11-like 1648
Mi13 2511
Mi13 567009
Mi13 177820
Mi14 6042
Mi15 222
Mi15 321087
Mi15 5804
Mi15 672600
Mi3-like 230
Mi4 154
Mi4 354748
Mi4 4393
Mi4 305306
Mi4 248194
Mi4 5808
Mi4 587964
Mi9 3467
Mi9 82349
Mi9 312400
Mi9 546767
Mi9 9013690
Mi9 3167
Mi9 455259
Mt11-like 3739
Mt3-like 6123337
Mt4-like 351622
Mt5-like 2002
Olt-like 1178
Pm1 106054
Pm1 1172
Pm1 1980
Pm1 2236
Pm1 4390
Pm1 105849
Pm1 157154
Pm2-like 1196
Pm2-like 172393
Pm2-like 254342
Pm2-like 310051
Pm2-like 1513
Pm2-like 1974
Pm2-like 4366
Pm2-like 19223
Pm2-like 35779
Pm2-like 105822
Pm2-like 171795
Pm2-like 172362
R7 205
R7 567433
R7 54846
R7 170851
R7 174772
R7 165334
R7 217
R7 202350
R7 218632
R8 111
R8 549167
R8 463230
R8 462112
R8 560676
R8 469338
R8 216
R8 618610
R8 160
T1 207
T2 172510
T2 2414
T2 172335
T2 3548
T2 473185
T2a 3681
T2a 170016
T2a 3628
T2a 5930
T2a 207965
T2a 472429
T3 1554
T3 3833
T3 5263
T4 277709
T4 476680
T4 588435
T4 460193
T4 515936
T4 586983
T4 546035
T4 475117
T4 547009
T4 547221
T4 455135
T4 386464
T4 280303
T4 2341
T4 278848
T4 545716
T4 455131
T4 545944
T4 5189
T4 455261
T4 279118
T4 455149
T4 546222
T4 279171
T4 484470
T4 280066
T4 280013
T4 471820
T4 504761
Tangential 308137
Tangential 308177
Tangential 183062
Tangential 183880
Tangential 238612
Tangential 252786
Tangential 117069
Tangential 1175
Tangential 148011
Tangential 148558
Tangential 152694
Tangential 152968
Tangential 153431
Tangential 177379
Tangential 177390
Tangential 184155
Tangential 226553
Tangential 243691
Tangential 305608
Tangential 3409
Tangential 351816
Tangential 360964
Tangential 37580826
Tangential 3764
Tangential 395481
Tangential 40217
Tangential 476740
Tangential 531715
Tangential 5673
Tangential 5698
Tangential 5712
Tangential 5718
Tangential 5838
Tangential 5935
Tangential 6146
Tangential 68582
Tangential 83272
Tm1 48285
Tm1 106027
Tm1 1238
Tm1 172394
Tm1 133163
Tm1 147764
